Date/Time	Latitude	Longitude	EsEs [m]	Snow thick [m]	EsEs unc [m]	Snow thick unc [m]	Dist rel atm/snow IF [m]	T atm/snow IF [°C]	Thermistor atm/snow IF	Dist rel snow/ice IF [m]	T snow/ice IF [°C]	Thermistor snow/ice IF	Dist rel ice/oce IF [m]	T ice/oce IF [°C]	Thermistor ice/oce IF
2019-10-05T10:00:16	84.9225	131.1887	1.788	0.150	0.04	0.06				0.0	-2.81	41			
2019-10-05T16:00:17	84.9353	131.1496	1.786	0.153	0.06	0.06				0.0	-4.62	41	-1.80	-1.78	131
2019-10-05T22:00:16	84.9401	131.1543	1.786	0.153	0.08	0.06	0.14	-6.44	34	0.0	-4.62	41	-1.80	-1.75	131
2019-10-06T04:00:16	84.9426	131.1860	1.785	0.154	0.08	0.08	0.14	-7.19	34	0.0	-4.56	41	-1.78	-1.75	130
2019-10-06T10:00:16	84.9384	131.2150	1.782	0.158	0.08	0.08	0.16	-7.62	33	0.0	-4.75	41	-1.78	-1.75	130
2019-10-06T16:00:16	84.9382	131.2894	1.780	0.160	0.08	0.08	0.16	-7.19	33	0.0	-4.75	41	-1.78	-1.75	130
2019-10-06T22:00:16	84.9329	131.4291	1.778	0.162	0.08	0.08	0.16	-7.12	33	0.0	-4.75	41	-1.78	-1.75	130
2019-10-07T04:00:16	84.9289	131.5801	1.777	0.164	0.08	0.08	0.16	-7.43	33	0.0	-4.75	41	-1.78	-1.75	130
2019-10-07T10:00:17	84.9180	131.7951	1.770	0.168	0.08	0.06	0.16	-7.06	33	0.0	-4.81	41	-1.78	-1.75	130
2019-10-07T16:00:16	84.9049	132.0923	1.770	0.168	0.08	0.06	0.18	-8.47	32	0.0	-5.06	41	-1.76	-1.75	129
2019-10-07T22:00:16	84.8880	132.4670	1.768	0.172	0.08	0.08	0.18	-7.44	32	0.0	-5.49	41	-1.76	-1.75	129
2019-10-08T04:00:16	84.8654	133.0500	1.765	0.173	0.08	0.08	0.18	-3.69	32	0.0	-4.81	41	-1.76	-1.75	129
2019-10-08T10:00:16	84.8279	133.4449	1.762	0.175	0.08	0.08	0.18	-1.69	32	0.0	-4.06	41	-1.76	-1.75	129
2019-10-08T16:00:17	84.7946	133.4691	1.755	0.182	0.08	0.08	0.18	-7.31	32	0.0	-3.69	41	-1.76	-1.75	129
2019-10-08T22:00:16	84.7714	133.4513	1.755	0.182	0.08	0.08	0.18	-7.56	32	0.0	-4.25	41	-1.76	-1.75	129
2019-10-09T04:00:16	84.7591	133.3259	1.752	0.185	0.06	0.08	0.18	-10.69	32	0.0	-4.69	41	-1.76	-1.78	129
2019-10-09T10:00:16	84.7537	133.2740	1.750	0.187	0.06	0.08	0.18	-12.25	32	0.0	-5.69	41	-1.74	-1.81	128
2019-10-09T16:00:16	84.7513	133.2088	1.748	0.188	0.08	0.06	0.18	-10.56	32	0.0	-6.06	41	-1.74	-1.81	128
2019-10-09T22:00:16	84.7563	133.1146	1.747	0.192	0.08	0.06	0.20	-13.50	31	0.0	-5.88	41	-1.74	-1.81	128
2019-10-10T04:00:16	84.7603	132.8607	1.745	0.195	0.08	0.08	0.20	-9.88	31	0.0	-6.38	41	-1.74	-1.81	128
2019-10-10T10:00:16	84.7602	132.6762	1.743	0.197	0.08	0.08	0.20	-17.38	31	0.0	-6.19	41	-1.74	-1.81	128
2019-10-10T16:00:17	84.7523	132.5709	1.740	0.200	0.08	0.08	0.20	-17.38	31	0.0	-6.56	41	-1.74	-1.81	128
2019-10-10T22:00:16	84.7433	132.7138	1.740	0.200	0.08	0.08	0.20	-16.69	31	0.0	-7.56	41	-1.74	-1.81	128
2019-10-11T04:00:16	84.7205	132.8538	1.738	0.202	0.08	0.06	0.22	-17.06	30	0.0	-8.38	41	-1.74	-1.81	128
2019-10-11T10:00:16	84.6969	133.0120	1.737	0.203	0.08	0.06	0.22	-13.94	30	0.0	-8.62	41	-1.74	-1.81	128
2019-10-11T16:00:16	84.6825	133.0855	1.735	0.203	0.08	0.08	0.20	-14.69	31	0.0	-7.81	41	-1.74	-1.81	128
2019-10-11T22:00:17	84.6771	133.2045	1.732	0.203	0.08	0.08	0.20	-12.38	31	0.0	-8.19	41	-1.74	-1.81	128
2019-10-12T04:00:16	84.6946	133.1916	1.732	0.203	0.08	0.08	0.20	-10.06	31	0.0	-7.56	41	-1.74	-1.81	128
2019-10-12T10:00:17	84.7064	133.1035	1.728	0.203	0.08	0.06	0.20	-10.19	31	0.0	-6.81	41	-1.72	-1.81	127
2019-10-12T16:00:16	84.7132	132.8450	1.728	0.203	0.08	0.06	0.20	-16.75	31	0.0	-7.31	41	-1.72	-1.81	127
2019-10-12T22:00:16	84.7098	132.6757	1.727	0.202	0.08	0.08	0.20	-15.19	31	0.0	-8.25	41	-1.72	-1.81	127
2019-10-13T04:00:16	84.7075	132.4221	1.725	0.200	0.08	0.08	0.20	-23.06	31	0.0	-8.31	41	-1.72	-1.81	127
2019-10-13T10:00:16	84.6973	132.2549	1.723	0.200	0.08	0.08	0.20	-24.62	31	0.0	-9.56	41	-1.72	-1.81	127
2019-10-13T16:00:16	84.6861	132.1566	1.722	0.200	0.08	0.08	0.20	-22.69	31	0.0	-10.50	41	-1.72	-1.81	127
2019-10-13T22:00:16	84.6590	132.1491	1.720	0.200	0.08	0.08	0.20	-17.25	31	0.0	-10.19	41	-1.72	-1.81	127
2019-10-14T04:00:16	84.6372	131.9958	1.720	0.200	0.08	0.08	0.20	-17.25	31	0.0	-9.38	41	-1.72	-1.81	127
2019-10-14T10:00:16	84.6184	131.9137	1.720	0.200	0.06	0.08	0.20	-14.00	31	0.0	-9.19	41	-1.72	-1.81	127
2019-10-14T16:00:16	84.6108	131.8039	1.720	0.200	0.06	0.06	0.20	-22.94	31	0.0	-9.44	41	-1.72	-1.81	127
2019-10-14T22:00:17	84.6063	131.8358	1.720	0.200	0.08	0.06	0.20	-24.31	31	0.0	-10.38	41	-1.72	-1.81	127
