Date/Time	Latitude	Longitude	EsEs [m]	Snow thick [m]	EsEs unc [m]	Snow thick unc [m]	Dist rel atm/snow IF [m]	T atm/snow IF [°C]	Thermistor atm/snow IF	Dist rel snow/ice IF [m]	T snow/ice IF [°C]	Thermistor snow/ice IF	Dist rel ice/oce IF [m]	T ice/oce IF [°C]	Thermistor ice/oce IF
2019-10-08T01:00:14	84.9858	138.9397	0.860	0.120	0.08	0.08									
2019-10-08T07:00:13	84.9535	139.4575	0.860	0.120	0.06	0.06									
2019-10-08T13:00:14	84.9205	139.5565	0.860	0.120	0.04	0.04				-0.2	-3.06	32			
2019-10-08T19:00:14	84.8981	139.5200	0.860	0.120	0.06	0.06	-0.06	-8.44	26	-0.2	-3.38	32	-1.04	-1.81	75
2019-10-09T01:00:13	84.8843	139.3854	0.857	0.120	0.08	0.08	-0.06	-8.25	26	-0.2	-3.81	32	-1.04	-1.81	75
2019-10-09T07:00:14	84.8847	139.2915	0.855	0.122	0.08	0.08	-0.06	-12.75	26	-0.2	-4.81	32	-1.04	-1.81	75
2019-10-09T13:00:13	84.8794	139.2049	0.853	0.124	0.08	0.06	-0.06	-11.50	26	-0.2	-5.25	32	-1.04	-1.81	75
2019-10-09T19:00:14	84.8856	139.1529	0.852	0.126	0.08	0.06	-0.06	-15.81	26	-0.2	-5.81	32	-1.04	-1.81	75
2019-10-10T01:00:14	84.8957	138.9507	0.851	0.127	0.08	0.08	-0.06	-10.25	26	-0.2	-6.06	32	-1.04	-1.81	75
2019-10-10T07:00:14	84.9070	138.7246	0.850	0.128	0.08	0.08	-0.06	-17.06	26	-0.2	-6.12	32	-1.02	-1.81	74
2019-10-10T13:00:14	84.8996	138.5759	0.847	0.131	0.08	0.08	-0.04	-15.62	25	-0.2	-6.94	32	-1.02	-1.81	74
2019-10-10T19:00:14	84.8916	138.6016	0.847	0.132	0.08	0.08	-0.04	-16.00	25	-0.2	-7.81	32	-1.02	-1.81	74
2019-10-11T01:00:14	84.8674	138.7929	0.844	0.135	0.06	0.06	-0.04	-15.19	25	-0.2	-7.12	32	-1.02	-1.81	74
2019-10-11T07:00:14	84.8450	138.9115	0.843	0.135	0.06	0.06	-0.04	-14.94	25	-0.2	-7.50	32	-1.02	-1.81	74
2019-10-11T13:00:14	84.8206	138.9603	0.842	0.137	0.08	0.08	-0.04	-14.23	25	-0.2	-7.44	32	-1.02	-1.81	74
