Date/Time	Latitude	Longitude	EsEs [m]	Snow thick [m]	EsEs unc [m]	Snow thick unc [m]	Dist rel atm/snow IF [m]	T atm/snow IF [°C]	Thermistor atm/snow IF	Dist rel snow/ice IF [m]	T snow/ice IF [°C]	Thermistor snow/ice IF	Dist rel ice/oce IF [m]	T ice/oce IF [°C]	Thermistor ice/oce IF
2019-10-29T02:30:16	85.6490	125.4415	1.000	0.170	0.06	0.08									
2019-10-29T08:30:16	85.6652	125.2122	1.000	0.172	0.04	0.04							-1.00	-1.81	98
2019-10-29T14:30:16	85.6840	124.9223	1.000	0.173	0.06	0.04	0.16	-21.62	40	0.0	-7.62	48	-1.00	-1.81	98
2019-10-29T20:30:16	85.6988	124.7119	1.000	0.174	0.08	0.08	0.16	-19.31	40	0.0	-8.19	48	-1.00	-1.81	98
2019-10-30T02:30:16	85.7154	124.4541	1.000	0.175	0.08	0.08	0.18	-16.38	39	0.0	-8.50	48	-1.00	-1.81	98
2019-10-30T08:30:16	85.7286	124.2468	1.000	0.176	0.08	0.06	0.18	-16.44	39	0.0	-8.12	48	-1.00	-1.81	98
2019-10-30T14:30:16	85.7435	123.9987	0.998	0.178	0.08	0.06	0.18	-16.12	39	0.0	-7.94	48	-1.00	-1.81	98
2019-10-30T20:30:16	85.7529	123.7998	0.996	0.180	0.08	0.08	0.18	-21.94	39	0.0	-7.88	48	-1.00	-1.81	98
2019-10-31T02:30:17	85.7670	123.5513	0.993	0.182	0.08	0.08	0.18	-23.06	39	0.0	-8.25	48	-1.00	-1.81	98
2019-10-31T08:30:16	85.7768	123.3746	0.993	0.182	0.08	0.08	0.18	-20.38	39	0.0	-8.50	48	-1.00	-1.81	98
2019-10-31T14:30:16	85.7902	123.1768	0.992	0.183	0.08	0.08	0.18	-21.69	39	0.0	-8.62	48	-1.00	-1.81	98
2019-10-31T20:30:16	85.7992	123.0256	0.990	0.183	0.08	0.06	0.20	-22.81	38	0.0	-8.62	48	-0.98	-1.75	97
2019-11-01T02:30:16	85.8131	122.8436	0.988	0.183	0.08	0.06	0.20	-19.06	38	0.0	-8.75	48	-0.98	-1.81	97
2019-11-01T08:30:17	85.8236	122.7320	0.985	0.183	0.08	0.08	0.18	-17.44	39	0.0	-8.50	48	-0.98	-1.81	97
2019-11-01T14:30:16	85.8373	122.6196	0.985	0.183	0.08	0.08	0.18	-17.81	39	0.0	-8.38	48	-0.98	-1.81	97
2019-11-01T20:30:16	85.8442	122.5624	0.983	0.183	0.08	0.08	0.18	-17.62	39	0.0	-8.25	48	-0.98	-1.81	97
2019-11-02T02:30:16	85.8550	122.4572	0.982	0.183	0.08	0.08	0.18	-18.44	39	0.0	-8.19	48	-0.98	-1.81	97
2019-11-02T08:30:16	85.8615	122.3621	0.980	0.183	0.08	0.08	0.18	-22.69	39	0.0	-8.31	48	-0.98	-1.81	97
2019-11-02T14:30:16	85.8734	122.1892	0.980	0.182	0.08	0.08	0.18	-23.69	39	0.0	-9.00	48	-0.98	-1.81	97
2019-11-02T20:30:16	85.8825	122.0016	0.980	0.180	0.08	0.06	0.18	-21.62	39	0.0	-8.94	48	-0.98	-1.81	97
2019-11-03T02:30:16	85.8962	121.7318	0.980	0.180	0.06	0.06	0.18	-17.79	39	0.0	-8.69	48	-0.98	-1.81	97
2019-11-03T08:30:16	85.9069	121.3754	0.980	0.180	0.06	0.08	0.18	-23.12	39	0.0	-8.56	48	-0.98	-1.81	97
2019-11-03T14:30:16	85.9211	120.8975	0.980	0.180	0.08	0.08	0.18	-18.94	39	0.0	-9.12	48	-0.98	-1.81	97
2019-11-03T20:30:17	85.9318	120.5497	0.980	0.177	0.08	0.08	0.18	-18.50	39	0.0	-8.95	48	-0.98	-1.81	97
2019-11-04T02:30:16	85.9451	120.1487	0.980	0.177	0.08	0.08	0.18	-19.69	39	0.0	-9.12	48	-0.98	-1.81	97
2019-11-04T08:30:16	85.9530	119.8013	0.980	0.175	0.08	0.08	0.18	-16.44	39	0.0	-9.06	48	-0.98	-1.81	97
2019-11-04T14:30:17	85.9616	119.4114	0.977	0.172	0.08	0.08	0.18	-17.69	39	0.0	-8.81	48	-0.98	-1.85	97
2019-11-04T20:30:16	85.9625	119.0890	0.977	0.172	0.08	0.06	0.18	-26.06	39	0.0	-9.38	48	-0.98	-1.81	97
2019-11-05T02:30:16	85.9617	118.7792	0.975	0.170	0.08	0.06	0.16	-20.31	40	0.0	-9.94	48	-0.98	-1.85	97
2019-11-05T08:30:16	85.9539	118.4619	0.973	0.168	0.08	0.08	0.16	-23.81	40	0.0	-9.75	48	-0.98	-1.81	97
2019-11-05T14:30:16	85.9453	118.1446	0.972	0.167	0.08	0.08	0.16	-25.06	40	0.0	-10.31	48	-0.98	-1.81	97
2019-11-05T20:30:16	85.9351	117.8978	0.970	0.167	0.08	0.08	0.16	-19.88	40	0.0	-10.31	48	-0.96	-1.88	96
2019-11-06T02:30:16	85.9308	117.6545	0.968	0.167	0.08	0.08	0.16	-21.94	40	0.0	-10.06	48	-0.96	-1.88	96
2019-11-06T08:30:16	85.9265	117.4264	0.967	0.167	0.08	0.08	0.16	-27.44	40	0.0	-11.00	48	-0.96	-1.88	96
2019-11-06T14:30:16	85.9276	117.1649	0.965	0.167	0.08	0.06	0.16	-18.94	40	0.0	-11.00	48	-0.96	-1.88	96
2019-11-06T20:30:16	85.9273	116.9600	0.963	0.168	0.08	0.06	0.16	-19.56	40	0.0	-10.38	48	-0.96	-1.88	96
2019-11-07T02:30:16	85.9294	116.7410	0.962	0.170	0.08	0.08	0.18	-20.00	39	0.0	-10.25	48	-0.96	-1.88	96
2019-11-07T08:30:16	85.9282	116.5680	0.960	0.172	0.08	0.08	0.18	-23.69	39	0.0	-10.62	48	-0.96	-1.88	96
2019-11-07T14:30:16	85.9266	116.3735	0.960	0.173	0.08	0.08	0.18	-23.19	39	0.0	-10.81	48	-0.96	-1.88	96
2019-11-07T20:30:16	85.9233	116.2475	0.960	0.175	0.08	0.08	0.18	-25.38	39	0.0	-11.25	48	-0.96	-1.88	96
2019-11-08T02:30:17	85.9205	116.0917	0.960	0.178	0.08	0.08	0.18	-22.81	39	0.0	-11.56	48	-0.96	-1.88	96
2019-11-08T08:30:17	85.9132	115.9669	0.960	0.180	0.08	0.08	0.18	-22.06	39	0.0	-11.00	48	-0.96	-1.88	96
2019-11-08T14:30:17	85.9015	115.7935	0.960	0.180	0.08	0.08	0.18	-21.31	39	0.0	-10.69	48	-0.96	-1.88	96
2019-11-08T20:30:17	85.8853	115.6622	0.960	0.180	0.08	0.08	0.18	-21.44	39	0.0	-10.50	48	-0.96	-1.88	96
2019-11-09T02:30:17	85.8684	115.5932	0.960	0.180	0.08	0.08	0.18	-21.69	39	0.0	-10.38	48	-0.96	-1.88	96
2019-11-09T08:30:17	85.8531	115.6094	0.960	0.180	0.08	0.08	0.18	-26.12	39	0.0	-11.12	48	-0.96	-1.88	96
2019-11-09T14:30:17	85.8423	115.6354	0.960	0.180	0.08	0.06	0.18	-23.94	39	0.0	-11.31	48	-0.96	-1.88	96
2019-11-09T20:30:16	85.8340	115.7266	0.960	0.180	0.08	0.06	0.18	-30.69	39	0.0	-12.06	48	-0.96	-1.88	96
