Date/Time	Latitude	Longitude	EsEs [m]	Snow thick [m]	EsEs unc [m]	Snow thick unc [m]	Dist rel atm/snow IF [m]	T atm/snow IF [°C]	Thermistor atm/snow IF	Dist rel snow/ice IF [m]	T snow/ice IF [°C]	Thermistor snow/ice IF	Dist rel ice/oce IF [m]	T ice/oce IF [°C]	Thermistor ice/oce IF
2019-10-29T06:00:16	85.6594	125.3735	0.420	0.100	0.04	0.06				0.0	-7.44	46	-0.42	-1.81	67
2019-10-29T12:00:16	85.6762	125.0874	0.420	0.100	0.08	0.06				0.0	-11.19	46	-0.42	-1.81	67
2019-10-29T18:00:16	85.6935	124.8615	0.420	0.100	0.08	0.06	0.10	-20.19	41	0.0	-11.50	46	-0.42	-1.81	67
2019-10-30T00:00:17	85.7085	124.6114	0.424	0.105	0.08	0.08	0.10	-20.12	41	0.0	-12.62	46	-0.42	-1.81	67
2019-10-30T06:00:16	85.7240	124.3992	0.424	0.105	0.08	0.08	0.10	-15.69	41	0.0	-10.44	46	-0.42	-1.81	67
2019-10-30T12:00:17	85.7377	124.1450	0.427	0.108	0.08	0.08	0.10	-16.06	41	0.0	-9.56	46	-0.42	-1.88	67
2019-10-30T18:00:16	85.7496	123.9495	0.427	0.108	0.08	0.06	0.10	-18.31	41	0.0	-9.06	46	-0.42	-1.88	67
2019-10-31T00:00:17	85.7613	123.7004	0.430	0.110	0.08	0.06	0.10	-20.94	41	0.0	-9.81	46	-0.42	-1.94	67
2019-10-31T06:00:16	85.7733	123.5095	0.430	0.110	0.08	0.08	0.12	-21.06	40	0.0	-10.31	46	-0.44	-1.88	68
2019-10-31T12:00:16	85.7850	123.3065	0.432	0.112	0.08	0.08	0.12	-22.12	40	0.0	-9.88	46	-0.44	-1.88	68
2019-10-31T18:00:17	85.7960	123.1528	0.438	0.115	0.08	0.08	0.12	-21.44	40	0.0	-9.81	46	-0.44	-1.88	68
2019-11-01T00:00:16	85.8073	122.9657	0.438	0.115	0.08	0.08	0.12	-22.06	40	0.0	-9.94	46	-0.44	-1.94	68
2019-11-01T06:00:16	85.8199	122.8407	0.442	0.117	0.08	0.08	0.12	-18.31	40	0.0	-9.31	46	-0.44	-2.00	68
2019-11-01T12:00:16	85.8320	122.7099	0.445	0.118	0.08	0.08	0.12	-18.25	40	0.0	-9.25	46	-0.44	-2.00	68
2019-11-01T18:00:16	85.8423	122.6544	0.448	0.120	0.08	0.06	0.12	-18.44	40	0.0	-9.12	46	-0.44	-2.06	68
2019-11-02T00:00:17	85.8503	122.5521	0.452	0.117	0.08	0.06	0.12	-18.44	40	0.0	-8.75	46	-0.46	-1.94	69
2019-11-02T06:00:16	85.8597	122.4743	0.452	0.117	0.08	0.08	0.12	-23.00	40	0.0	-8.88	46	-0.46	-1.94	69
2019-11-02T12:00:16	85.8681	122.3152	0.453	0.115	0.08	0.08	0.12	-28.88	40	0.0	-10.44	46	-0.46	-1.94	69
2019-11-02T18:00:16	85.8795	122.1520	0.457	0.113	0.08	0.08	0.12	-21.62	40	0.0	-10.06	46	-0.46	-2.00	69
2019-11-03T00:00:16	85.8903	121.8955	0.460	0.112	0.08	0.08	0.12	-19.31	40	0.0	-9.50	46	-0.46	-2.00	69
2019-11-03T06:00:16	85.9043	121.6309	0.463	0.110	0.06	0.06	0.10	-16.94	41	0.0	-8.81	46	-0.46	-2.00	69
2019-11-03T12:00:16	85.9145	121.1308	0.467	0.108	0.06	0.06	0.10	-20.44	41	0.0	-11.06	46	-0.46	-2.06	69
2019-11-03T18:00:16	85.9285	120.7594	0.468	0.107	0.08	0.08	0.10	-17.94	41	0.0	-10.81	46	-0.46	-2.06	69
2019-11-04T00:00:16	85.9395	120.3681	0.470	0.105	0.08	0.08	0.10	-19.00	41	0.0	-11.25	46	-0.48	-1.81	70
2019-11-04T06:00:17	85.9510	120.0203	0.473	0.098	0.08	0.08	0.10	-18.00	41	0.0	-11.12	46	-0.48	-1.88	70
2019-11-04T12:00:16	85.9585	119.6198	0.473	0.098	0.08	0.06	0.10	-16.88	41	0.0	-10.62	46	-0.48	-1.94	70
2019-11-04T18:00:17	85.9637	119.2839	0.480	0.093	0.08	0.06	0.10	-23.12	41	0.0	-12.12	46	-0.48	-1.94	70
2019-11-05T00:00:16	85.9628	118.9587	0.480	0.093	0.08	0.08	0.10	-23.88	41	0.0	-14.12	46	-0.48	-1.94	70
2019-11-05T06:00:16	85.9589	118.6571	0.483	0.092	0.08	0.08	0.10	-21.31	41	0.0	-13.06	46	-0.48	-1.94	70
2019-11-05T12:00:17	85.9488	118.3237	0.488	0.088	0.08	0.08	0.08	-23.36	42	0.0	-14.88	46	-0.48	-2.00	70
2019-11-05T18:00:16	85.9401	118.0595	0.488	0.088	0.08	0.06	0.08	-21.62	42	0.0	-14.50	46	-0.48	-2.00	70
2019-11-06T00:00:16	85.9323	117.8049	0.490	0.087	0.08	0.06	0.08	-21.75	42	0.0	-13.50	46	-0.50	-1.88	71
2019-11-06T06:00:16	85.9290	117.5906	0.492	0.085	0.08	0.08	0.08	-25.26	42	0.0	-15.06	46	-0.50	-1.94	71
2019-11-06T12:00:16	85.9269	117.3211	0.495	0.083	0.08	0.08	0.08	-22.94	42	0.0	-15.06	46	-0.50	-1.94	71
2019-11-06T18:00:17	85.9286	117.1111	0.500	0.080	0.08	0.08	0.08	-18.44	42	0.0	-12.44	46	-0.50	-1.94	71
2019-11-07T00:00:16	85.9286	116.8798	0.502	0.080	0.06	0.08	0.08	-19.25	42	0.0	-12.56	46	-0.50	-2.00	71
2019-11-07T06:00:16	85.9303	116.7071	0.505	0.080	0.06	0.08	0.08	-23.69	42	0.0	-13.75	46	-0.50	-2.00	71
2019-11-07T12:00:16	85.9276	116.5001	0.508	0.080	0.08	0.08	0.08	-23.12	42	0.0	-13.94	46	-0.50	-2.00	71
2019-11-07T18:00:16	85.9260	116.3642	0.510	0.082	0.08	0.08	0.08	-25.94	42	0.0	-14.38	46	-0.52	-1.75	72
2019-11-08T00:00:16	85.9220	116.2054	0.512	0.083	0.08	0.08	0.08	-26.44	42	0.0	-15.50	46	-0.52	-1.75	72
2019-11-08T06:00:17	85.9182	116.0850	0.515	0.086	0.08	0.06	0.08	-21.75	42	0.0	-13.56	46	-0.52	-1.75	72
2019-11-08T12:00:16	85.9073	115.9227	0.517	0.087	0.08	0.06	0.08	-20.38	42	0.0	-13.06	46	-0.52	-1.75	72
2019-11-08T18:00:16	85.8937	115.7716	0.520	0.088	0.08	0.08	0.08	-20.75	42	0.0	-13.00	46	-0.52	-1.81	72
2019-11-09T00:00:16	85.8756	115.6613	0.523	0.090	0.08	0.08	0.10	-20.69	41	0.0	-12.50	46	-0.52	-1.81	72
2019-11-09T06:00:17	85.8601	115.6664	0.528	0.093	0.08	0.08	0.10	-25.25	41	0.0	-13.81	46	-0.52	-1.81	72
2019-11-09T12:00:16	85.8470	115.6645	0.528	0.093	0.08	0.06	0.10	-23.88	41	0.0	-14.38	46	-0.52	-1.88	72
2019-11-09T18:00:16	85.8378	115.7512	0.530	0.095	0.08	0.06	0.10	-30.25	41	0.0	-14.94	46	-0.54	-1.88	73
2019-11-10T00:00:16	85.8325	115.8285	0.532	0.097	0.08	0.08	0.10	-32.31	41	0.0	-16.06	46	-0.54	-1.88	73
2019-11-10T06:00:17	85.8322	115.9462	0.537	0.098	0.08	0.08	0.10	-34.31	41	0.0	-16.44	46	-0.54	-1.88	73
